Time;Engine mount deformation;Seat deformation;Rear deformation;Front deformation;Rear tire deformation;Front tire deformation;Engine mount deformation velocity;Seat deformation velocity;Rear deformation velocity;Front deformation velocity;Rear tire deformation velocity;Front tire deformation velocity;Engine mount deformation acceleration;Seat deformation acceleration;Rear deformation acceleration;Front deformation acceleration;Rear tire deformation acceleration;Front tire deformation acceleration;;;;;;
27.88;0.000103365;0.001236378;-0.026932052;-0.021787386;-0.008987034;-0.007371926;-0.017433292;-0.005554741;-0.0085575;-0.002505378;0.001304075;0.000334888;-3.133009829;-0.911058835;-0.15558902;-0.050534421;-1.132212003;-0.315049442;0;0;0;0;0;0
27.89;-1.74E-05;0.0011996;-0.02696541;-0.021797497;-0.009002189;-0.007376278;-0.006713734;-0.001800919;0.001885949;0.000483288;-0.004334977;-0.001205469;5.276918628;1.661824075;2.244272162;0.648276063;0.004401521;0.006978076;0;0;0;0;0;0
27.9;5.55E-05;0.001223493;-0.026919284;-0.021784458;-0.009016995;-0.007379973;0.021278906;0.006579559;0.007339204;0.002124514;0.001373803;0.00046648;0.321602453;0.014273518;-1.153636779;-0.320011495;1.137354621;0.327411823;0;0;0;0;0;0
27.91;0.000134452;0.001248706;-0.026913967;-0.021782449;-0.008992056;-0.00737215;-0.005479656;-0.001537057;-0.006275807;-0.001722797;0.003613984;0.001098102;-5.673307701;-1.637598748;-1.569349342;-0.449470672;-0.689318487;-0.201087441;0;0;0;0;0;0
27.92;1.27E-05;0.001216283;-0.02696306;-0.021795939;-0.008991556;-0.007371708;-0.018876395;-0.004947496;-0.003542764;-0.000975196;-0.003513995;-0.001009548;2.993962366;0.955510166;2.115963907;0.598983356;-0.736277314;-0.220442627;0;0;0;0;0;0
27.93;5.57E-06;0.001215969;-0.02693769;-0.021788551;-0.009016587;-0.007379295;0.017455779;0.004884595;0.008616874;0.00245273;-0.001492178;-0.000507837;4.27246352;1.010910591;0.315943443;0.086627162;1.140640618;0.320784899;0;0;0;0;0;0
27.94;0.00013611;0.001247886;-0.026903319;-0.021778971;-0.009002159;-0.007375961;0.008652367;0.001498796;-0.001742653;-0.000536678;0.004377788;0.00117464;-6.033143147;-1.688071277;-2.387842735;-0.684516454;0.033352714;0.015710484;0;0;0;0;0;0
27.95;6.02E-05;0.001221778;-0.026950795;-0.021793017;-0.008986879;-0.007371979;-0.02383619;-0.006720308;-0.007752576;-0.002272562;-0.001321841;-0.000378272;-0.464560847;0.044248445;1.185874784;0.337318906;-1.173278623;-0.326292836;0;0;0;0;0;0
27.96;-2.44E-05;0.001199688;-0.02695652;-0.02179508;-0.00901147;-0.007378706;0.006908939;0.002302253;0.006607466;0.001860108;-0.003596421;-0.00096725;6.613578981;1.760265947;1.686116602;0.489236151;0.718362701;0.208497174;0;0;0;0;0;0
27.97;0.000107703;0.00123919;-0.026905466;-0.021780352;-0.00901113;-0.007377945;0.019520868;0.00559821;0.003603375;0.001085391;0.003664448;0.001119596;-4.091195704;-1.101073863;-2.286940474;-0.644172082;0.733811026;0.208871949;0;0;0;0;0;0
27.98;0.000106535;0.001241905;-0.026931756;-0.021787232;-0.008985784;-0.007370154;-0.01975451;-0.005055196;-0.008861451;-0.002461398;0.001404781;0.000438454;-3.76387076;-1.029609846;-0.206004319;-0.065211403;-1.185744476;-0.345100222;0;0;0;0;0;0
27.99;-2.36E-05;0.001207706;-0.026965519;-0.021796506;-0.009001216;-0.007374598;-0.00626889;-0.001784605;0.002108947;0.000606656;-0.00449117;-0.001327195;6.460991378;1.683728881;2.400076469;0.678831437;0.006554389;-0.008029678;0;0;0;0;0;0
28;6.01E-05;0.001228691;-0.026917636;-0.02178293;-0.009016964;-0.007379781;0.023011392;0.005981666;0.007467577;0.002108511;0.001341561;0.000290706;-0.604942025;-0.130472643;-1.328366448;-0.378440519;1.159991725;0.331609913;0;0;0;0;0;0
28.01;0.000134311;0.001245378;-0.026914071;-0.021782253;-0.008992682;-0.00737352;-0.008175328;-0.002644412;-0.00675456;-0.001973137;0.003514869;0.00096133;-5.632394429;-1.594744984;-1.516044037;-0.437910226;-0.725330049;-0.197485129;0;0;0;0;0;0
28.02;8.33E-06;0.001207397;-0.026964131;-0.021797057;-0.008992871;-0.007373611;-0.017021002;-0.004951723;-0.003257447;-0.00098763;-0.003552796;-0.000979499;3.863262022;1.133282003;2.215471904;0.635005213;-0.688202981;-0.190680731;0;0;0;0;0;0
28.03;1.18E-05;0.001210248;-0.026937627;-0.0217897;-0.009017012;-0.007379978;0.017708788;0.005521847;0.008558257;0.002459041;-0.001275382;-0.000293805;3.082687042;0.961434477;0.147649165;0.054353631;1.143685832;0.327819629;0;0;0;0;0;0
28.04;0.000132524;0.001248731;-0.026904419;-0.021779764;-0.009001352;-0.007374847;0.006442399;0.002174782;-0.001916558;-0.000471765;0.004407434;0.001319917;-5.335961697;-1.63084825;-2.242605358;-0.640523432;-0.007122562;-0.00507518;0;0;0;0;0;0
28.05;5.87E-05;0.001229323;-0.026950336;-0.021792305;-0.00898596;-0.007370146;-0.021212537;-0.006056389;-0.007266946;-0.002036522;-0.001329116;-0.000379673;-0.195018795;-0.015387836;1.172543029;0.327552877;-1.140187458;-0.334842883;0;0;0;0;0;0
28.06;-1.92E-05;0.001207745;-0.026955006;-0.021793504;-0.009010653;-0.007377576;0.00564263;0.001740758;0.006333043;0.001796799;-0.003609341;-0.001106306;5.566045094;1.574819107;1.547438509;0.439131705;0.684142343;0.189516215;0;0;0;0;0;0
28.07;0.000101979;0.001239544;-0.026905834;-0.021779708;-0.00901145;-0.007378571;0.018588326;0.004619104;0.003501367;0.000962373;0.003449826;0.000907174;-2.976908615;-0.999148982;-2.113779751;-0.606009304;0.727691031;0.213179935;0;0;0;0;0;0
28.08;0.000108787;0.001235692;-0.026931427;-0.021787466;-0.008987093;-0.007372029;-0.01722673;-0.005389568;-0.008620032;-0.002513931;0.0014216;0.000401371;-4.186093773;-1.00258801;-0.310480028;-0.089276469;-1.133336209;-0.314340524;0;0;0;0;0;0
28.09;-2.06E-05;0.001199739;-0.026966118;-0.021797767;-0.009001878;-0.00737597;-0.008645672;-0.00180103;0.001681863;0.00045362;-0.004378565;-0.001189647;5.902302692;1.720296339;2.370852792;0.682794398;-0.026696771;-0.003863159;0;0;0;0;0;0
28.1;5.42E-05;0.001225132;-0.026919131;-0.021784266;-0.009016953;-0.00737962;0.02361048;0.006879775;0.007715497;0.002246515;0.001363551;0.000459762;0.548920362;0.01586674;-1.164142323;-0.324194817;1.17511993;0.333745056;0;0;0;0;0;0
28.11;0.000139172;0.001250698;-0.026913199;-0.021781988;-0.008991808;-0.007371919;-0.006625796;-0.001766539;-0.006529063;-0.001790856;0.003665446;0.001080412;-6.596168023;-1.745131525;-1.684753129;-0.483300367;-0.714740934;-0.209615146;0;0;0;0;0;0
28.12;7.60E-06;0.001215772;-0.026963771;-0.02179599;-0.008991617;-0.007371876;-0.01968885;-0.005218724;-0.003585318;-0.001009578;-0.003627249;-0.001071861;3.98355977;1.054693734;2.273508057;0.639548834;-0.743797913;-0.220839401;0;0;0;0;0;0
28.13;7.54E-06;0.00121465;-0.026937266;-0.021788535;-0.009017014;-0.007379747;0.019677726;0.004994195;0.00888633;0.002500593;-0.001452164;-0.000502417;3.889746117;0.987892589;0.220800684;0.062511325;1.178814863;0.334728085;0;0;0;0;0;0
28.14;0.000138633;0.001246397;-0.026903331;-0.02177922;-0.009002136;-0.007376188;0.006540184;0.001355361;-0.002099304;-0.000637497;0.004427735;0.001214262;-6.51725136;-1.715660247;-2.417920395;-0.690138184;-0.002835019;0.008607676;0;0;0;0;0;0
28.15;5.50E-05;0.001220809;-0.02695164;-0.02179343;-0.008986907;-0.007371915;-0.023273913;-0.006473105;-0.00756266;-0.002204457;-0.001381818;-0.000359554;0.554439006;0.149965098;1.32526514;0.376726285;-1.159075693;-0.323370721;0;0;0;0;0;0
28.16;-2.01E-05;0.001201337;-0.026955731;-0.021794835;-0.00901134;-0.007378359;0.008268725;0.002578858;0.006744583;0.001923452;-0.003504879;-0.000929271;5.754081121;1.660429585;1.536166457;0.44887672;0.7344635;0.209427335;0;0;0;0;0;0
28.17;0.000107095;0.001240944;-0.026905609;-0.021780165;-0.009010719;-0.007377549;0.017162604;0.005342574;0.003279855;0.001010502;0.003629121;0.001091162;-3.975307566;-1.107685729;-2.229117075;-0.631460279;0.692336477;0.194659149;0;0;0;0;0;0
28.18;0.000102889;0.001242422;-0.02693196;-0.021787068;-0.008985939;-0.007370183;-0.018003755;-0.005046993;-0.008550217;-0.002391088;0.001326798;0.000382143;-3.057955601;-0.97023012;-0.136877724;-0.04888228;-1.152801056;-0.336463;0;0;0;0;0;0
28.19;-1.82E-05;0.001207418;-0.02696471;-0.021796262;-0.009001386;-0.007374913;-0.006215046;-0.001953818;0.002000226;0.000552265;-0.004416195;-0.001328275;5.415694348;1.588865967;2.246959155;0.637561671;0.004202497;-0.005620447;0;0;0;0;0;0
28.2;5.67E-05;0.00122654;-0.02691844;-0.021783332;-0.009017058;-0.007380125;0.02119986;0.005778239;0.007253895;0.00203377;0.001281927;0.000286022;0.067279836;-0.042452578;-1.196240772;-0.341241228;1.13542188;0.328479793;0;0;0;0;0;0
28.21;0.000133511;0.001244073;-0.026914149;-0.021782517;-0.008992962;-0.00737369;-0.005841578;-0.002271682;-0.006395741;-0.001870774;0.003537313;0.001000846;-5.475560159;-1.567533699;-1.533670306;-0.439687842;-0.684344651;-0.185515026;0;0;0;0;0;0
28.22;1.28E-05;0.001208232;-0.026963659;-0.021797017;-0.00899259;-0.007373327;-0.018293266;-0.004896561;-0.003506329;-0.001029353;-0.003463066;-0.000928169;2.985225112;1.042557224;2.111558465;0.607964725;-0.715731095;-0.200287882;0;0;0;0;0;0
28.23;6.61E-06;0.001211406;-0.026938335;-0.021789749;-0.009016739;-0.007379571;0.01704846;0.005531434;0.008571121;0.002483086;-0.001366604;-0.000320682;4.083111338;1.043044349;0.30391182;0.094547883;1.1350234;0.321785238;0;0;0;0;0;0
28.24;0.000134752;0.001250475;-0.026903713;-0.021779329;-0.009001398;-0.007374689;0.008579383;0.002282316;-0.001646629;-0.000399214;0.004434753;0.001297073;-5.776924097;-1.692868767;-2.347455718;-0.671015566;0.025247956;0.001765831;0;0;0;0;0;0
28.25;6.08E-05;0.001229585;-0.026950119;-0.021792104;-0.008985859;-0.007370257;-0.023364662;-0.006460376;-0.0076345;-0.002155797;-0.001326983;-0.000410546;-0.61187768;-0.05567165;1.149897802;0.3196786;-1.17759502;-0.343289626;0;0;0;0;0;0
28.26;-2.42E-05;0.001205802;-0.026955738;-0.021793785;-0.009010976;-0.007377988;0.006352638;0.001703758;0.0065106;0.001819587;-0.003696324;-0.001135717;6.555330131;1.688500562;1.679105291;0.475419246;0.703726805;0.198255236;0;0;0;0;0;0
28.27;0.000106554;0.001238306;-0.02690523;-0.021779784;-0.009011706;-0.007378874;0.019805132;0.004797111;0.003590971;0.000980624;0.003550218;0.000958441;-3.864834029;-1.069829358;-2.263037155;-0.643204242;0.74558151;0.220576495;0;0;0;0;0;0
28.28;0.000107875;0.001235096;-0.026931913;-0.021787779;-0.00898686;-0.007371908;-0.019540925;-0.005439081;-0.008927449;-0.002579577;0.001419051;0.000434812;-4.004368108;-0.977411487;-0.240626224;-0.068861797;-1.171814914;-0.325302341;0;0;0;0;0;0
28.29;-2.39E-05;0.001200539;-0.026966416;-0.021797823;-0.009001837;-0.00737566;-0.006818432;-0.001472391;0.002026698;0.000570865;-0.004414581;-0.001185179;6.548863601;1.77075037;2.431448667;0.698959093;0.005088516;0.00130409;0;0;0;0;0;0
28.3;5.95E-05;0.00122743;-0.026918216;-0.021783808;-0.00901671;-0.007379273;0.023507176;0.006850618;0.007613397;0.002232052;0.001440037;0.000462623;-0.483749079;-0.106146604;-1.314125054;-0.366701636;1.165835076;0.328256435;0;0;0;0;0;0
28.31;0.000135495;0.001251224;-0.02691373;-0.021781912;-0.008991659;-0.007371855;-0.00831262;-0.002091912;-0.00671619;-0.001852822;0.003570235;0.00102089;-5.880202704;-1.682361493;-1.551775326;-0.450294365;-0.739795437;-0.216603137;0;0;0;0;0;0
28.32;7.15E-06;0.001214992;-0.026963593;-0.02179591;-0.008992003;-0.007372233;-0.01735703;-0.005154379;-0.003256448;-0.000946687;-0.003639087;-0.001096571;4.071322982;1.069867442;2.243728798;0.631515149;-0.702068954;-0.206889008;0;0;0;0;0;0
28.33;1.18E-05;0.001213331;-0.026936899;-0.021788613;-0.009017102;-0.007380084;0.018295794;0.00482223;0.008595164;0.002406015;-0.001380624;-0.000473479;3.059232811;0.925456822;0.126573537;0.039050317;1.153761641;0.331507335;0;0;0;0;0;0
28.34;0.000133493;0.001244646;-0.0269043;-0.021779714;-0.009002197;-0.007376307;0.0060347;0.001440619;-0.002075269;-0.00062633;0.00436149;0.001228898;-5.51144838;-1.601779782;-2.260653089;-0.645528192;-0.005338917;0.008968097;0;0;0;0;0;0
28.35;5.75E-05;0.001221391;-0.026951151;-0.021793392;-0.008986933;-0.007371727;-0.02123407;-0.006091534;-0.007294942;-0.002109202;-0.001308634;-0.000313033;0.057701266;0.095347165;1.216733931;0.348934541;-1.128685896;-0.317354174;0;0;0;0;0;0
28.36;-1.83E-05;0.001203105;-0.02695558;-0.021794663;-0.009010907;-0.00737792;0.006078692;0.002434392;0.006409082;0.001854958;-0.003486098;-0.000925418;5.404843971;1.609840071;1.524054668;0.44391779;0.693193117;0.194877073;0;0;0;0;0;0
28.37;0.000102158;0.001241956;-0.026906071;-0.02178005;-0.009010686;-0.007377366;0.018009176;0.00533568;0.003492775;0.001067692;0.00353014;0.001036148;-3.018749888;-1.029581818;-2.107321819;-0.60136389;0.710054432;0.197436225;0;0;0;0;0;0
28.38;0.000107557;0.001243004;-0.026931075;-0.021786688;-0.008986095;-0.007370348;-0.016929486;-0.005126066;-0.00849353;-0.002395336;0.001388245;0.000367416;-3.96897365;-1.062769754;-0.289919622;-0.091266067;-1.138433464;-0.331182679;0;0;0;0;0;0
28.39;-1.94E-05;0.001205924;-0.026965153;-0.021796454;-0.009001425;-0.007375238;-0.008467993;-0.002289788;0.001677802;0.000442177;-0.004454289;-0.001345306;5.661269429;1.630026063;2.32417963;0.658776504;-0.030073323;-0.011361693;0;0;0;0;0;0
28.4;5.37E-05;0.001224588;-0.026918866;-0.021783675;-0.009017411;-0.007380453;0.023100218;0.006022464;0.007579655;0.002113648;0.001257135;0.000302211;0.652365492;0.032426355;-1.143825341;-0.324461896;1.172358247;0.34086493;0;0;0;0;0;0
28.41;0.000138737;0.001244057;-0.02691355;-0.021782541;-0.008992884;-0.007373624;-0.006098906;-0.002128715;-0.006516328;-0.001886756;0.003648121;0.001063587;-6.492182972;-1.662664173;-1.675354735;-0.475639498;-0.694161115;-0.188589691;0;0;0;0;0;0
28.42;8.95E-06;0.001208886;-0.026964358;-0.021797186;-0.008992269;-0.007372955;-0.019857742;-0.00490545;-0.003645366;-0.001042409;-0.003525069;-0.000929837;3.740418461;1.107316351;2.249553297;0.644501066;-0.740476938;-0.21009503;0;0;0;0;0;0
28.43;6.47E-06;0.001213124;-0.026937991;-0.021789455;-0.009016735;-0.007379291;0.019360758;0.005753106;0.008918743;0.002588641;-0.001368055;-0.000337338;4.103272278;1.024397572;0.263247694;0.081734911;1.17187982;0.328594872;0;0;0;0;0;0
28.44;0.000138747;0.001251785;-0.026903111;-0.021778953;-0.009001221;-0.007374609;0.007094907;0.001979143;-0.001942753;-0.000488269;0.004470822;0.001273786;-6.556439312;-1.77919115;-2.435539786;-0.697125573;-0.004104469;-0.006370066;0;0;0;0;0;0
28.45;5.57E-05;0.001228401;-0.02695087;-0.021792264;-0.008986026;-0.007370541;-0.023710572;-0.006655912;-0.007608937;-0.002173812;-0.001431913;-0.000460145;0.395350553;0.05217831;1.302318932;0.359996998;-1.176442461;-0.340416192;0;0;0;0;0;0
28.46;-2.14E-05;0.001204415;-0.026955267;-0.021793826;-0.009011353;-0.007378395;0.008296402;0.001858712;0.006729434;0.001861279;-0.00363345;-0.001110697;6.006036597;1.650748484;1.565337917;0.447042854;0.736134933;0.21030572;0;0;0;0;0;0
28.47;0.000108035;0.001237204;-0.026905391;-0.021780056;-0.009011591;-0.007378953;0.017590881;0.004699055;0.003245753;0.000892846;0.003585901;0.000999106;-4.147143014;-1.082679188;-2.262079255;-0.64072315;0.707735299;0.211654857;0;0;0;0;0;0
28.48;0.000103146;0.001234887;-0.026932582;-0.021788055;-0.00898684;-0.007371722;-0.018568685;-0.005162577;-0.008683952;-0.002492789;0.00136416;0.000446974;-3.084761273;-0.889649743;-0.123841802;-0.03642883;-1.152083398;-0.322081145;0;0;0;0;0;0
28.49;-1.92E-05;0.001202541;-0.026965553;-0.021797473;-0.009001666;-0.007375301;-0.005896394;-0.001306649;0.002089767;0.000609229;-0.004329186;-0.001162609;5.619216246;1.660836328;2.278578605;0.656841284;0.013414172;0.000164473;0;0;0;0;0;0
28.5;5.79E-05;0.001228744;-0.026918479;-0.021783646;-0.009016396;-0.007379011;0.021319149;0.006547406;0.007324967;0.002156253;0.001383103;0.000420551;-0.176114579;-0.090023415;-1.231554079;-0.347417174;1.129043521;0.316467579;0;0;0;0;0;0
28.51;0.000132796;0.001251129;-0.026913832;-0.021781796;-0.008991918;-0.007372034;-0.006346691;-0.002070553;-0.006395422;-0.001786232;0.003512451;0.000974767;-5.357046301;-1.633570422;-1.51250771;-0.44109988;-0.703173802;-0.205624331;0;0;0;0;0;0
28.52;1.23E-05;0.001214216;-0.026962931;-0.021795798;-0.008992161;-0.007372578;-0.017756315;-0.005312047;-0.00342444;-0.001014124;-0.003561031;-0.001083518;3.075124037;0.985271012;2.10670975;0.595514575;-0.711522697;-0.206032802;0;0;0;0;0;0
28.53;7.82E-06;0.001211299;-0.026937779;-0.021789066;-0.009017171;-0.007380336;0.016864214;0.004728697;0.008454808;0.002360432;-0.001440897;-0.000468041;3.848972967;1.022880165;0.269119969;0.079421373;1.135549525;0.329128294;0;0;0;0;0;0
28.54;0.000133728;0.001244106;-0.026904189;-0.02177987;-0.009002373;-0.007376319;0.008317291;0.001832818;-0.001736855;-0.000521202;0.004400436;0.00127136;-5.558354737;-1.602056723;-2.307446158;-0.65575606;0.032717179;0.018751959;0;0;0;0;0;0
28.55;6.12E-05;0.001222724;-0.026950751;-0.021793275;-0.008986582;-0.007371362;-0.022819097;-0.006109314;-0.007575466;-0.002159854;-0.001242159;-0.000279842;-0.66891561;0.013628326;1.139740205;0.328005513;-1.161236229;-0.328992357;0;0;0;0;0;0
28.56;-2.35E-05;0.001204261;-0.02695621;-0.021794639;-0.009010714;-0.007377592;0.005883194;0.002416686;0.006483709;0.001887074;-0.003584246;-0.000966306;6.409366344;1.691573623;1.672078255;0.481400621;0.692818798;0.191699576;0;0;0;0;0;0
28.57;0.0001052;0.001243202;-0.026905301;-0.021779635;-0.009010795;-0.007377353;0.019848837;0.005371619;0.003698001;0.00111376;0.003567938;0.001014223;-3.616240415;-1.100586158;-2.229226203;-0.636055594;0.737618096;0.204406107;0;0;0;0;0;0
28.58;0.000108683;0.001242509;-0.026931082;-0.021786641;-0.008986057;-0.007370564;-0.019152215;-0.005510197;-0.00885416;-0.002515017;0.001379615;0.000343569;-4.183960838;-1.075779581;-0.281185596;-0.089725336;-1.175282855;-0.338536892;0;0;0;0;0;0
28.59;-2.39E-05;0.00120387;-0.026965819;-0.021796788;-0.00900176;-0.007375626;-0.007369314;-0.002217707;0.001906682;0.000485583;-0.004520203;-0.001355954;6.540537881;1.734278384;2.433347007;0.689854034;-0.004680737;-0.001367736;0;0;0;0;0;0
28.6;5.86E-05;0.001223835;-0.026918253;-0.021783735;-0.009017541;-0.007380604;0.023872614;0.006210728;0.007606634;0.002125029;0.001364098;0.000360384;-0.292159584;-0.048589346;-1.293372859;-0.361944434;1.18154098;0.344635288;0;0;0;0;0;0
28.61;0.000136867;0.001244057;-0.026914094;-0.021782785;-0.008992593;-0.00737338;-0.008217658;-0.002166394;-0.006774813;-0.001934988;0.003625454;0.00108436;-6.1258871;-1.626837068;-1.582899368;-0.450080407;-0.729269755;-0.199839997;0;0;0;0;0;0
28.62;6.56E-06;0.00121011;-0.026964439;-0.021797101;-0.008992235;-0.007372642;-0.017844075;-0.004622908;-0.003294259;-0.000928121;-0.003553729;-0.000936782;4.200605967;1.135533612;2.279015561;0.651447198;-0.706566946;-0.204388431;0;0;0;0;0;0
28.63;1.14E-05;0.001215077;-0.026937154;-0.021789007;-0.009016528;-0.007379056;0.018819349;0.00561624;0.008751348;0.002546826;-0.001305024;-0.00034601;3.13206976;0.912298521;0.130085631;0.043567324;1.156308035;0.322542851;0;0;0;0;0;0
28.64;0.00013454;0.001251576;-0.026903735;-0.021778973;-0.009001196;-0.007374699;0.005801734;0.001683666;-0.002067637;-0.000540093;0.004371404;0.001217349;-5.735589511;-1.698814324;-2.293875638;-0.660959842;-0.021022484;-0.009871039;0;0;0;0;0;0
28.65;5.62E-05;0.001227258;-0.026950617;-0.021792254;-0.008986428;-0.007370938;-0.021459789;-0.006547332;-0.007308676;-0.002115997;-0.001417651;-0.000465119;0.283291676;0.052612917;1.245683119;0.345759983;-1.136788555;-0.326622554;0;0;0;0;0;0
28.66;-1.79E-05;0.001203165;-0.026955071;-0.021793982;-0.009011363;-0.007378631;0.006626217;0.001728725;0.00641788;0.001770343;-0.003569464;-0.001073471;5.333902307;1.602600461;1.499611749;0.431528474;0.70642602;0.204952112;0;0;0;0;0;0
28.67;0.000102929;0.001236092;-0.026906274;-0.021780474;-0.0090116;-0.007378931;0.017543262;0.004856616;0.003341514;0.000931251;0.003522211;0.001013405;-3.150495792;-0.977021674;-2.114890484;-0.599339961;0.711909087;0.21242303;0;0;0;0;0;0
28.68;0.000106418;0.001236114;-0.026931945;-0.021787885;-0.008986787;-0.00737145;-0.016845387;-0.004852238;-0.008475844;-0.002413416;0.001440212;0.000482924;-3.727225209;-0.964751436;-0.24856157;-0.069617973;-1.128308987;-0.318519109;0;0;0;0;0;0
28.69;-1.84E-05;0.001204226;-0.026965517;-0.021797279;-0.00900127;-0.007374924;-0.008124763;-0.001525374;0.001761517;0.000534522;-0.00433678;-0.001177748;5.471347103;1.630125043;2.296027482;0.65921332;-0.027089326;-0.013615415;0;0;0;0;0;0
28.7;5.36E-05;0.001229272;-0.026918841;-0.021783537;-0.009016482;-0.007378983;0.022534974;0.006534688;0.007573703;0.002214008;0.001294501;0.000366008;0.66059312;-0.018110735;-1.133606413;-0.323295841;1.153345425;0.322366677;0;0;0;0;0;0
28.71;0.000137699;0.00125109;-0.02691302;-0.021781526;-0.008992099;-0.007372295;-0.005719001;-0.00217115;-0.006409525;-0.001811773;0.003582032;0.000971541;-6.311380916;-1.723058754;-1.663023043;-0.481880643;-0.69583925;-0.201259986;0;0;0;0;0;0
28.72;1.02E-05;0.001212447;-0.026963537;-0.021796104;-0.008992208;-0.007372882;-0.019790405;-0.005557463;-0.003693911;-0.001103797;-0.003603933;-0.001089012;3.497102828;1.045795306;2.20615197;0.623468209;-0.741353655;-0.21085068;0;0;0;0;0;0
28.73;5.80E-06;0.00120987;-0.026938044;-0.021789356;-0.009017451;-0.007380531;0.018919225;0.005042061;0.008792554;0.002453239;-0.001444474;-0.000440833;4.244813954;1.074112088;0.291120483;0.087964919;1.17324547;0.340486396;0;0;0;0;0;0
28.74;0.00013857;0.001244721;-0.026903626;-0.021779822;-0.009002183;-0.007376116;0.007635661;0.001928139;-0.001908915;-0.000546424;0.004498068;0.001323926;-6.501523694;-1.696897329;-2.431407373;-0.687906102;0.015262831;0.012465453;0;0;0;0;0;0
28.75;5.69E-05;0.00122367;-0.026951421;-0.021793355;-0.00898629;-0.007370989;-0.023978652;-0.006138364;-0.007650169;-0.002160081;-0.001319517;-0.00029858;0.178668485;0.083594651;1.283172775;0.365154175;-1.178779873;-0.336966527;0;0;0;0;0;0
28.76;-2.26E-05;0.001205795;-0.026955719;-0.021794293;-0.009010764;-0.007377423;0.008087931;0.002563449;0.006790513;0.001972341;-0.003575373;-0.000988256;6.23464038;1.656770201;1.604946402;0.461351945;0.727608667;0.199031262;0;0;0;0;0;0
28.77;0.000108363;0.00124377;-0.026904894;-0.021779378;-0.009010686;-0.007377409;0.01810444;0.005031589;0.003374546;0.001010791;0.003590989;0.000991173;-4.231340967;-1.163141675;-2.288145225;-0.653655227;0.705663835;0.19685455;0;0;0;0;0;0
28.78;0.000103646;0.001240872;-0.02693184;-0.021786892;-0.008986293;-0.007370905;-0.01904793;-0.005611194;-0.008763681;-0.002513574;0.001287708;0.000309652;-3.199124191;-0.965417355;-0.139480129;-0.051242852;-1.166320127;-0.333158754;0;0;0;0;0;0
28.79;-2.04E-05;0.001202675;-0.026965305;-0.021796852;-0.009002053;-0.007375936;-0.005761257;-0.002028338;0.002070633;0.000521481;-0.004439797;-0.001315987;5.856455613;1.681989392;2.306335586;0.658262982;0.020819165;0.008030985;0;0;0;0;0;0
28.8;5.90E-05;0.001223236;-0.026918529;-0.021783988;-0.009017341;-0.007380537;0.021648631;0.006140612;0.007284529;0.002051268;0.001382223;0.000395822;-0.374485008;-0.048197335;-1.263571681;-0.352286428;1.143584833;0.334330695;0;0;0;0;0;0
28.81;0.000132787;0.001244479;-0.02691457;-0.021782919;-0.008992551;-0.007373123;-0.006898623;-0.001891944;-0.006492597;-0.001837455;0.003575693;0.001087078;-5.334958333;-1.558315925;-1.491837203;-0.425478615;-0.704890831;-0.196079416;0;0;0;0;0;0
28.82;1.15E-05;0.001212167;-0.026963555;-0.021796691;-0.008992056;-0.007372328;-0.017367735;-0.004570563;-0.003304414;-0.000916928;-0.00347659;-0.000928133;3.241138191;1.022591431;2.129479221;0.609577223;-0.705565825;-0.206962834;0;0;0;0;0;0
28.83;8.99E-06;0.001215791;-0.02693754;-0.021788906;-0.009016326;-0.007378943;0.016875131;0.005295343;0.008507389;0.002473891;-0.001377338;-0.000394836;3.607426224;0.950592136;0.232861722;0.068611257;1.125416391;0.313622229;0;0;0;0;0;0
28.84;0.000132832;0.001250952;-0.026903745;-0.021778919;-0.009001527;-0.007374986;0.00789293;0.001736891;-0.00174842;-0.000476392;0.004337007;0.001186176;-5.403863633;-1.662283278;-2.284017358;-0.658675598;0.017452493;0.002580271;0;0;0;0;0;0
28.85;6.10E-05;0.001226236;-0.026950107;-0.021792252;-0.008986541;-0.007371253;-0.022268278;-0.006680012;-0.007523967;-0.002190227;-0.001339839;-0.000439588;-0.628370907;-0.021099356;1.128923815;0.315888716;-1.152821726;-0.327733081;0;0;0;0;0;0
28.86;-2.24E-05;0.00120149;-0.026955968;-0.021794434;-0.009011392;-0.007378764;0.005606114;0.00173068;0.00635171;0.001753894;-0.003630355;-0.001062655;6.203242138;1.703239845;1.646195243;0.472955925;0.694718638;0.203119524;0;0;0;0;0;0
28.87;0.000104126;0.001236299;-0.026905979;-0.021780503;-0.009011681;-0.007378814;0.019690029;0.00523125;0.003646079;0.001032162;0.003572554;0.00105281;-3.386461858;-1.003124985;-2.187327486;-0.617294742;0.745863169;0.219973508;0;0;0;0;0;0
28.88;0.000109266;0.001237705;-0.026931634;-0.021787711;-0.00898641;-0.007371065;-0.01866196;-0.004950122;-0.008777112;-0.002473652;0.001481757;0.000496964;-4.283926963;-1.033152028;-0.297290398;-0.083893619;-1.164022621;-0.331142728;0;0;0;0;0;0
28.89;-2.34E-05;0.001205146;-0.026966067;-0.021797219;-0.00900118;-0.007374715;-0.007877341;-0.001561591;0.001890553;0.000572073;-0.004435729;-0.001227019;6.440847775;1.710859001;2.430816712;0.693047091;-0.01947465;-0.013653864;0;0;0;0;0;0
